ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,182.5339784,20049.2421,8.48046796,330.1278686,328.7009606,12.33228811,79.7847804,3.693510936,1
6.246264054,163.2180384,26408.88177,6.02967048,429.0223118,509.9568642,23.56964491,19.17517454,5.044454778,1
7.376449105,168.7500072,37191.11414,4.184943038,,439.3128533,15.90098505,63.33489467,5.767354666,1
7.802426084,232.67028,14382.90216,7.626922907,,413.2921835,15.49560337,42.00208201,4.363529881,1
8.596767212,202.3431875,15173.47115,7.248624986,373.6533277,315.4790704,15.0086742,76.87966926,3.238692933,1
6.436444496,192.9956648,19579.38955,7.640874322,314.922739,379.6753668,12.89704926,75.83913181,3.415851385,1
7.333477726,233.7213551,16066.55212,8.181988065,224.212503,401.7393087,15.31397775,81.84206216,4.772662701,1
6.144759038,210.9797475,19981.31519,9.203614112,271.0971043,332.5981262,17.18796335,79.63424204,3.082080496,1
4.725997721,175.9914868,34265.83058,5.923395847,324.8707242,441.9451807,12.63608646,,3.644606541,1
5.393345914,172.5502615,28099.03873,5.789668676,372.6219432,505.5423487,17.53070356,67.27387448,4.633854752,1
5.624819996,215.8228726,9028.760345,9.256097772,274.2923054,340.6483926,10.68067274,72.48745023,4.355489162,1
5.768868031,184.3950028,31155.98882,8.392833532,356.5526971,380.0968101,10.43033979,100.2316678,3.092626379,1
,195.8746342,17749.29866,7.556750344,,512.4544684,15.48527563,54.13265784,2.775635434,1
5.251353815,167.924336,34768.93342,4.023081339,377.1434889,315.5361054,10.42915946,70.5933871,4.072252323,1
7.688785916,209.1856253,29568.53585,9.817335635,294.3477322,355.6986132,13.91876862,71.68153964,3.918673156,1
3.681076271,144.2652699,26726.77111,6.095282919,,564.183824,13.65110537,92.2991007,3.893070403,1
4.897691707,169.2357683,14676.71627,8.318607337,,437.5386924,16.21914102,81.94780623,3.894464333,1
5.842754601,202.0447753,13969.26156,6.643918028,290.7959545,475.1429562,18.18983851,77.93110395,4.490392564,1
,193.4101406,14472.39155,5.640672345,322.6744621,431.4573372,12.72192188,92.75885234,4.41481891,1
5.038316783,170.3604625,25866.10395,7.403750049,,350.3910241,13.27027883,65.33163286,3.913695776,1
9.961247709,220.038186,11939.76986,8.428753588,337.48361,398.6809356,14.7925852,60.99184258,3.246583097,1
7.417502637,198.705653,24389.36289,4.790681389,289.3313578,366.3707236,18.41518046,87.99622277,3.391240667,1
,160.3259716,37795.76332,9.15222467,390.2766084,441.9861061,16.45099005,21.35527518,4.441979836,1
5.099932005,189.6659365,21807.40013,4.368152032,,334.5123059,14.73229122,49.98567905,5.159301249,1
3.633162829,179.3505767,28584.17581,5.246381747,292.4405364,500.8660185,8.95640146,77.36098527,3.349571655,1
8.860450854,193.7431052,24085.11214,6.183109518,,526.7049237,9.901327632,81.33933981,4.677713327,1
10.13793229,242.005716,15088.82765,8.677789359,,596.3463464,14.97119882,62.36582435,3.872018159,1
9.90081484,199.0837518,16233.13468,8.146643168,380.1130295,345.0198518,20.38671963,73.38148842,2.39500211,1
10.2684305,218.2166825,13753.99337,7.512608141,334.1780747,341.6022087,15.67156353,84.68266023,4.304689262,1
0.22749905,152.5301112,39028.59934,3.462492048,283.6937822,443.0292321,13.2019432,62.32271111,3.545741438,1
6.017260924,206.0143998,15157.26879,7.582123856,307.7044736,431.7819875,14.22175704,53.31997717,4.427712282,1
