ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.808012212,179.7999166,17037.72537,6.378364494,348.0715106,590.0605459,12.09249934,81.59236188,4.165549906,1
5.895948983,187.1536166,37118.25544,4.600729971,253.1584686,531.1691009,11.41018355,77.28655067,3.659652968,1
7.269652253,155.1575203,31161.36839,3.181183291,244.7951979,506.0101352,17.38551498,73.11505279,3.789236757,1
,213.0411915,12036.64304,9.794730236,349.1713947,284.0179948,12.4199055,74.67438321,3.89891586,1
9.489600966,167.8876287,40032.414,8.349206794,,354.7907412,14.16831424,102.5678462,4.300694899,1
7.457979827,183.4613095,14733.45876,7.475273364,335.6680457,482.6371798,8.963253883,82.58133835,4.497730796,1
7.992320364,230.1795734,17076.66379,9.598742281,,522.888054,14.44918097,68.6407682,4.342796788,1
7.746343115,212.2746448,21670.59366,8.458102716,361.3813251,457.0141209,21.4302933,43.18880258,3.678686031,1
8.27579563,163.3559608,22013.96491,5.742828935,307.6671229,351.631315,20.05761944,78.50149245,4.72133955,1
6.879959452,163.5933393,44586.81265,2.741712117,219.1489347,554.0451045,16.52194196,67.53326015,5.688206949,1
6.799375518,239.0576795,7986.493239,10.36567986,419.8811751,373.2321373,18.82859407,43.44064402,3.819985377,1
8.167767663,144.9029318,36185.67854,4.545520137,297.9602299,605.4588934,20.22207487,,3.41068554,1
,214.6573313,19692.46439,5.947389617,326.1757088,385.8278293,15.56345966,77.83403618,3.261651399,1
4.736404607,203.2764198,28698.72996,5.271367217,323.6836829,508.8203409,14.06313997,65.15518183,4.995601766,1
5.95392389,226.9350617,11930.62479,9.67726887,,350.9686515,13.60964252,70.57141441,3.968647163,1
6.578998162,198.4092471,22389.38049,7.317575186,369.0971134,408.1950145,6.059608221,105.4004604,3.690929417,1
8.775485734,157.3542892,22113.39145,7.931502717,304.8078454,480.7152078,15.69283855,82.92934548,4.393944466,1
6.850302032,167.9850397,40588.43383,3.372369254,265.4311206,300.411744,16.00520675,72.36321679,3.08029671,1
8.757110512,185.4193669,31040.88449,8.544763659,,408.0957972,18.2352202,72.29966228,3.80879301,1
,213.0002175,21687.47345,6.901040767,,383.7478834,11.79324634,57.345645,3.242545448,1
,178.1548555,34383.59764,6.425770037,311.5268902,570.3787653,17.59212637,68.99274058,4.005892992,1
8.073278952,191.8155235,17106.43865,7.8987316,333.477592,432.8987489,13.33538104,54.21628416,4.854312786,1
5.078274175,185.0883849,18125.6384,4.105766323,275.0556418,528.1562512,11.32544664,80.33833076,3.631042314,1
7.444914015,203.0687456,25489.07503,8.175744202,413.5603781,405.4206121,13.2831001,74.41286716,2.571391506,1
9.434005875,158.38784,20474.82082,5.857333129,285.3951123,476.8420108,14.38834959,73.16477755,4.201054364,1
5.905906954,223.1418815,13464.48716,9.125163916,378.1083058,337.8582636,13.53166045,42.84451085,2.917284056,1
5.803496976,193.2009914,19451.7676,4.146601118,255.9767456,365.477618,14.92061556,8.577012933,2.181714167,1
7.617151922,182.689825,33744.16681,6.225933056,369.5529578,327.2282451,14.06559734,82.78192571,3.422543431,1
9.008464334,148.6140018,35021.7741,5.594006548,,387.3997714,11.85510295,49.4804408,3.911014707,1
5.422445768,205.2660804,18542.95745,5.491962673,306.7022268,382.0801288,10.50402321,67.49345,2.91175139,1
9.778181813,155.9374414,23335.67421,7.66610873,,356.5430368,10.82460037,75.32889227,4.143365319,1
5.204938763,232.8827254,17818.39449,7.300265028,,404.003888,12.86641996,55.49833107,3.439561019,1
4.872560878,224.7051051,16960.43463,7.078014889,323.0368521,354.3906043,15.69217561,79.96280267,3.918005799,1
7.793914804,164.9589475,25506.91224,7.868035975,358.2591999,398.4603116,15.29749572,,4.220027671,1
,259.1449277,2808.025756,10.0870624,392.8331604,354.4052785,13.89895042,63.85767375,4.081328787,1
