ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.427512443,178.3265554,25993.71141,7.29455407,329.6952227,566.7547238,11.97427024,60.73672331,6.032994877,0
,196.2488574,17909.36578,3.672270533,,417.2873151,14.5570684,57.73465248,3.888235227,0
6.109073312,191.7555714,26853.94949,9.0646128,312.2019838,375.5473617,15.51403298,73.78968301,4.881101138,0
5.842933081,168.2952871,19156.12313,6.878347939,331.4776493,506.7568077,14.52615101,80.42371545,4.143224936,0
5.36754649,175.4328194,29009.01082,6.481443721,,463.4784249,19.37023363,67.2862078,4.267189591,0
5.345887147,184.7845747,22274.36837,9.727103318,319.0304951,492.1354893,11.89467313,87.29768614,2.950360943,0
5.386307352,212.5929905,40149.31656,8.124231912,318.7916672,355.5464203,17.34880167,64.21090504,3.662563465,0
9.919478426,207.0655873,16544.27559,7.039310851,363.0368508,278.7532038,17.0525396,44.29953402,4.11748804,0
,218.3021764,42061.3228,6.331177451,324.5415963,503.1392455,15.71213869,48.49782563,4.328026357,0
7.121458435,204.1641395,20574.36426,7.089146215,,353.9275932,16.48815637,57.02278309,3.774600526,0
9.418296122,173.6402158,8777.686784,8.4561779,358.2920642,596.8258366,16.78521507,105.2724558,4.604633154,0
7.457164758,263.0367045,31085.08343,1.683992581,,584.6043537,11.809444,45.50136205,4.106543052,0
5.27222756,206.3131847,42210.88524,8.849716665,,410.6485372,11.92799853,46.54036847,5.068556189,0
7.29195704,202.3290442,21891.67716,7.628746942,339.8290139,379.2701222,7.654955683,64.02152285,4.237643894,0
7.803833221,223.6881109,37376.79299,6.664969395,,343.7640131,16.6974084,74.78243416,2.907387267,0
6.844350911,197.4604694,23608.86224,8.396404626,,526.4259147,10.87809626,62.03714341,2.877062813,0
5.608745232,152.9540623,19835.98077,9.345981465,323.3933402,596.0763683,14.38072463,49.4282521,4.644211645,0
5.701154645,233.5150425,41411.60171,5.895464025,310.1605449,509.7678877,22.68683674,73.75188269,3.403136416,0
5.412762498,226.5864876,45510.58432,7.070185248,307.6214615,420.124761,21.94018962,58.851736,4.091205593,0
,208.177464,17264.84092,3.296157321,387.0708235,631.3042163,8.404570009,68.30059035,3.912148351,0
5.018132384,169.3972377,29072.03812,10.71147541,297.0132721,467.2180731,15.91376093,23.79295047,4.286478967,0
4.552238411,197.076934,25969.21512,8.865421999,,461.8362776,12.85340479,69.33505684,3.932804334,0
,203.5059212,21417.59361,6.072637611,319.522689,348.5273214,12.61296618,68.64254526,4.613578722,0
7.025305942,202.809081,23502.8578,5.2390132,335.5487189,471.1317159,13.89151934,63.75185484,5.989542791,0
5.770620969,194.5001438,16173.72709,6.341797302,318.7889329,387.1304829,12.04291419,52.51226111,4.240821478,0
8.437875983,183.1066249,12856.92869,7.400019481,361.7796821,587.022609,15.92692077,77.95126165,3.815468994,0
5.907078269,213.4710813,41839.45645,7.924762107,312.3299474,357.2589703,15.59896478,54.42187895,4.296479909,0
6.89834133,187.4153064,19024.48553,6.915070212,,428.7869759,12.58016151,44.38021005,5.371284156,0
10.25273437,217.7366692,9651.874826,4.338353353,369.2977086,528.1216265,18.66140305,54.15044964,3.290372492,0
8.206499938,182.9053594,18949.97554,6.662948925,347.132562,332.8553213,18.32840115,66.68838419,4.22512093,0
7.286167388,208.4440851,30879.02668,6.856967134,336.0488317,352.6021464,10.56645201,64.02533282,4.686019916,0
8.809296432,226.1059008,18140.59427,4.930380712,320.7993822,350.1166859,14.33883976,64.33463735,3.87905374,0
6.641500687,198.8844095,27867.48676,7.327729345,318.4083972,573.7237623,13.19171963,81.55111393,4.694311216,0
6.145148361,197.5410721,39657.27211,9.900159427,288.1578825,319.4340326,11.58737783,120.030077,4.600885755,0
5.906441765,177.8913689,27296.29404,8.86926796,312.0157982,385.8128184,13.93868558,60.6137952,4.807495942,0
5.38984593,163.3443524,19646.23342,9.092721173,314.2375769,491.750448,15.49632541,48.68658362,3.577674921,0
5.006562979,160.496448,27218.82198,11.54319047,289.9757767,303.2563429,16.56939117,70.69906614,3.665205612,0
6.5036382,163.2566344,15000.18777,7.641833653,334.1031198,517.4283917,17.5306595,37.76551768,4.963184434,0
9.606858896,200.8421428,18907.64284,7.515087433,,370.903807,11.35873535,64.37118274,4.405351952,0
8.742229882,179.4098037,9694.354896,6.577127954,368.504321,323.7440125,13.92500999,85.77932445,2.842393186,0
8.394397412,187.6434114,10603.09802,7.840260507,352.8356398,376.2411457,13.3748312,58.95000171,2.83390143,0
,204.9238286,12556.75405,5.789007614,359.9517664,610.7675763,16.01264274,52.44232579,3.257744181,0
3.841205038,186.9177655,19988.64926,7.174952252,,483.3342093,13.42280176,74.3817014,3.635634543,0
4.301373467,148.7377009,26640.07219,9.242652787,316.7644065,365.8353748,12.51573371,54.08228912,3.067626699,0
9.895889213,210.6540407,13189.51938,4.945127888,,481.1367926,11.76345297,49.85192787,3.813428659,0
4.319440673,186.0561786,30565.57839,9.811168422,276.833932,282.6874021,13.448689,,3.241972101,0
